PhraseId	SentenceId	Phrase	Sentiment
24141	1097	in each other	2
17904	779	proceeds to flop	1
99199	5202	of the smarter offerings the horror genre	3
60750	3068	in every bit as much as life hems	2
139060	7538	, featuring an Oscar-worthy performance by Julianne Moore .	3
132848	7163	are quite funny , but Jonah ...	3
19536	857	ultimately hollow mockumentary	1
90795	4724	it dull , lifeless , and irritating	0
14114	608	Weimar Republic	2
47475	2313	the wondrous beats	2
44724	2169	completely predictable plot	1
21137	946	's sanctimonious , self-righteous and so eager to earn our love	2
135181	7297	sappy script	1
110047	5828	'm not generally	2
126486	6802	A loud , ugly , irritating movie without any of its satirical salvos hitting a discernible target .	0
63675	3224	Tsai 's usual style and themes	3
101125	5314	which are included	2
52123	2573	no major discoveries , nor any stylish sizzle	1
133924	7226	gamesmanship	2
55351	2761	solemn film .	2
144199	7827	benefit enormously from the Cockettes ' camera craziness	3
33755	1587	Its gentle , touching story	3
126537	6804	who do n't care what kind of sewage they shovel into their mental gullets to simulate sustenance	1
55081	2745	the rare trick	2
140912	7642	legendary wit 's	2
147907	8049	a question for philosophers , not filmmakers ; all the filmmakers need to do	2
128398	6908	be fully successful	2
23243	1053	's no real reason to see it	0
89558	4657	with a CELL PHONE	2
73775	3773	that also does it by the numbers	2
28192	1297	A gem , captured in the unhurried , low-key style favored by many directors of the Iranian new wave .	2
139169	7544	the word , even if you	2
146066	7942	his control	1
83721	4327	a barf bag	1
122310	6555	fashion a story around him	2
48024	2342	oppressive	1
105176	5555	advises	2
13246	570	build a movie	2
117854	6293	a blinding	2
4431	167	exist	2
21836	977	including	2
82014	4231	Talky , artificial and opaque ... an interesting technical exercise	1
109826	5818	the sole reason	2
48947	2389	is routinely dynamited by Blethyn	2
106199	5608	offers a thoughtful and rewarding glimpse	3
14696	633	are undermined by the movie 's presentation , which is way too stagy .	1
59922	3023	on its lack of empathy	1
9882	414	Cremaster 3	2
142842	7752	-- do n't worry	3
145589	7914	working women -- or at least this working woman --	2
25222	1152	Carmichael	3
14039	604	mechanical action-comedy	2
14354	618	that was n't all that great to begin with	1
117641	6277	, I almost expected there to be a collection taken for the comedian at the end of the show .	2
148482	8079	's not enough substance	1
34389	1614	it funny	3
6226	248	Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .	4
75123	3852	treats	2
46736	2275	the mystery	2
98596	5166	for cover	2
46770	2277	trail	2
93315	4867	's all surface psychodramatics	1
78645	4047	for the viewer	2
25324	1157	hold dear	2
103084	5434	moving and not infrequently breathtaking	3
87825	4561	, emotional	2
48250	2355	gives give a solid , anguished performance that eclipses nearly everything else she 's ever done	3
98998	5191	then becomes Bring it On	2
117258	6256	level whatsoever	2
139542	7570	particularly scary	2
68894	3500	It 's a testament to De Niro and director Michael Caton-Jones that by movie 's end , we accept the characters and the film , flaws and all .	3
123919	6654	the pathetic idea	1
84353	4359	Caruso 's self-conscious debut	2
89114	4632	have made the old boy 's characters more quick-witted than any English Lit	3
18217	796	stripped-down	2
89491	4652	too many pointless situations	1
1455	53	Williams	2
148239	8067	in all the right ways	3
10574	447	protect the code	2
111878	5939	based on a Nicholas Sparks best seller	3
114246	6076	The Saigon of 1952 is an uneasy mix of sensual delights and simmering violence	2
3866	147	gives her best performance since Abel Ferrara had her beaten to a pulp in his Dangerous Game .	3
128138	6894	crash 'em	1
116572	6216	makes it worth the trip to the theatre	3
142735	7747	screenwriting parlance	2
54357	2701	102-minute	3
93264	4863	new idea	2
79196	4079	Working from a surprisingly sensitive script co-written	3
47929	2337	master class .	3
30570	1420	female protagonist	2
140336	7616	though Wen 's messages are profound and thoughtfully delivered , more thorough transitions would have made the film more cohesive	2
68719	3491	best Irish sense	3
21148	946	earn our love	3
122344	6558	Simply and eloquently	3
90066	4687	Splash without the jokes	1
28813	1336	this thriller	2
100574	5278	Unlike lots of Hollywood fluff , this has layered , well-developed characters and some surprises .	3
63957	3236	There are far worse messages to teach a young audience , which will probably be perfectly happy with the sloppy slapstick comedy .	2
86947	4507	misconceived final 5	1
102094	5374	is rigid and evasive in ways that Soderbergh 's best films , `` Erin Brockovich , '' `` Out of Sight '' and `` Ocean 's Eleven , ''	3
94143	4913	has made herself over so often now	2
49422	2419	told by countless filmmakers	1
141176	7657	, tiresome nature	1
70952	3618	Stock up on silver bullets for director Neil Marshall 's intense freight train of a film . '	3
120013	6419	, they 'll probably run out screaming .	1
75901	3894	the pitch of his movie , balancing deafening battle scenes with quieter domestic scenes of women back home receiving War Department telegrams	2
151437	8258	It just does n't have anything really interesting to say .	1
27953	1283	startling transformation	2
21215	949	by the skill of the actors involved in the enterprise	2
45079	2189	is priceless	3
119206	6371	low-budget series	1
150553	8204	's mildly entertaining ,	3
112168	5956	but a few seconds	2
136769	7397	is made almost impossible by events that set the plot in motion	1
21721	970	original Italian-language soundtrack	2
40396	1932	the most random	2
101025	5306	Bridget Jones 's Diary	2
56275	2821	a horror movie	2
5423	216	left	2
135182	7297	was the best the contest received	3
70430	3590	A relentless , bombastic and ultimately empty World War II action	0
73246	3741	the heroes were actually under 40	2
87069	4515	A weird and wonderful comedy .	4
67027	3402	on and on and on and on	2
148601	8085	110 minutes	2
21766	972	to an equally impressive degree	2
77652	3993	augmented boobs ,	2
99122	5199	the script carries Arnold -LRB- and the viewers -RRB- into the forbidden zone of sympathizing with terrorist motivations by presenting the `` other side of the story . ''	3
15031	646	may not rival the filmmaker 's period pieces	1
127454	6855	equals the original	3
62855	3180	director Phillip	2
122807	6587	put a human face	2
45870	2231	... unlikable , uninteresting , unfunny , and completely , utterly inept .	0
141173	7657	the irksome , tiresome nature	2
93260	4863	This is n't a new idea .	1
76216	3911	As a director , Eastwood is off his game --	1
55208	2752	, not as gloriously flippant as Lock , Stock and Two Smoking Barrels	1
68852	3497	have you leaving the theater with a smile on your face	3
123232	6615	sway ,	2
126751	6814	wander	2
63833	3230	as is , Personal Velocity seems to be idling in neutral	2
147155	8007	with scenes so true and heartbreaking	3
99898	5241	the first film 's lovely flakiness is gone , replaced by the forced funniness found in the dullest kiddie flicks .	2
133476	7201	dulls	1
109240	5785	Contrived , awkward and	1
12660	544	unhurried	2
79870	4115	more of a poetic than a strict reality , creating an intriguing species of artifice that gives The Lady and the Duke something of a theatrical air	3
49242	2408	simultaneously degrades its characters , its stars and its audience .	0
83657	4324	so-five-minutes-ago	2
45783	2225	Hungry-Man portions	2
146324	7957	finally are lost in the thin soup of canned humor .	2
78727	4050	dumped	1
37670	1791	While there are times when the film 's reach exceeds its grasp	2
29322	1359	, it 's enough to make you wish Jacquot had left well enough alone and just filmed the opera without all these distortions of perspective .	1
115755	6169	As satisfyingly odd and intriguing a tale as it was a century and a half ago	4
51112	2515	to form for director Peter Bogdanovich	2
108420	5737	thematically	3
56962	2866	... one big laugh , three or four mild giggles , and a whole lot of not much else .	2
135912	7340	are quite touching	3
123864	6651	, blab and money	2
27731	1273	background or	2
126855	6820	similar theme	2
62381	3153	gonna	2
98702	5177	It 's possible that something hip and transgressive was being attempted here that stubbornly refused to gel , but the result is more puzzling than unsettling	1
9764	406	ineptly	2
140631	7630	will be moved to the edge of their seats by the dynamic first act	3
114516	6092	vs. child coming-of-age theme	2
48463	2368	tried hard to modernize and reconceptualize things	2
74455	3815	of your time	2
34474	1619	original idea	2
99029	5193	are canny and spiced with irony	3
95604	4992	on his life	2
80574	4149	associate with Cage 's best acting	3
16303	702	with self-preservation	2
139063	7538	featuring an Oscar-worthy performance	4
8322	345	raises	2
10141	426	ultimately becomes a simplistic story about a dysfunctional parent-child relationship	2
15635	670	pretended not to see it and	1
80263	4137	a serious work	2
92364	4809	bleu	2
86524	4480	casting for the role	3
127353	6848	will be hard to burn out of your brain	1
60483	3053	Marivaux	2
71126	3629	this is n't	2
121899	6533	anachronistic quick edits and occasional jarring glimpses of a modern theater audience watching the events unfold	3
71451	3644	the border of bemused contempt	1
21216	949	the skill of the actors involved in the enterprise	2
1822	67	skin	2
11622	502	has the thrown-together feel of a summer-camp talent show : hastily written , underrehearsed , arbitrarily plotted and filled with crude humor and vulgar innuendo .	0
120598	6448	cult novel	2
87520	4541	Thoroughly awful .	0
118074	6307	a larky chase movie	2
144585	7848	forty , female and single	2
59335	2992	enjoy The Hot Chick	3
155737	8525	this so-called satire	1
147026	8002	on a historical text	2
98880	5187	Like its script , which nurses plot holes gaping enough to pilot an entire Olympic swim team through , the characters in Swimfan seem motivated by nothing short of dull , brain-deadening hangover .	1
136116	7355	be especially grateful for freedom after a film like this	3
6239	248	than the first	2
125650	6750	sexual possibility	2
130671	7040	are enough throwaway references to faith and rainbows to plant smile-button faces on that segment of the populace that made A Walk to Remember a niche hit .	2
96320	5030	is extremely thorough	3
125828	6760	stirring experience that finds warmth in the coldest environment and makes each crumb of emotional comfort	3
93297	4865	tenet	2
78515	4038	his hair	2
85881	4444	none of which ever seem to hit	1
23215	1051	more casual filmgoers	2
137113	7416	it would n't have taken the protagonists a full hour to determine that in order to kill a zombie you must shoot it in the head	1
76447	3927	some fine sex onscreen ,	3
142044	7705	tiny two seater plane	2
36161	1708	average action film	2
72006	3677	you marveling at these guys ' superhuman capacity to withstand pain	2
558	21	indie	2
11465	493	most flamboyant female comics	3
104714	5530	a majestic achievement , an epic of astonishing grandeur	4
38370	1827	most movies	2
133270	7190	we settle for	2
103766	5470	paycheck	2
150551	8204	's mildly entertaining , especially if you find comfort in familiarity	2
111069	5887	to work in the same vein as the brilliance of Animal House	3
11844	509	protagonists	3
124305	6676	Wickedly funny , visually engrossing , never boring ,	4
73427	3752	like a book report	1
101400	5333	If nothing else , `` Rollerball '' 2002 may go down in cinema history as the only movie ever in which the rest of the cast was outshined by LL Cool J.	1
51748	2552	Birthday Girl '' is an actor 's movie first and foremost .	3
88983	4624	feel the screenwriter at every moment ` Tap , tap , tap , tap ,	2
58701	2960	, Wendigo , Larry Fessenden 's spooky new thriller , is a refreshingly smart and newfangled variation on several themes derived from far less sophisticated and knowing horror films .	3
138693	7516	satire Lucky Break was aiming for	2
103751	5470	the only thing that I ever saw that was written down were the zeroes on my paycheck	2
115548	6157	drowned me	0
18508	811	so goofy	2
39567	1889	Ms. Phoenix is completely lacking in charm and charisma , and is unable to project either Esther 's initial anomie or her eventual awakening .	0
68683	3490	a film that 's being advertised as a comedy	2
31327	1464	to eclipse the original	2
106905	5645	he 's unlikely to become a household name on the basis of his first starring vehicle .	1
23947	1087	degenerating	1
5928	236	its contemporaries	2
8574	354	target	2
93836	4895	-LRB- Skins ' -RRB- faults are easy to forgive because the intentions are lofty	3
112659	5982	the stuff of high romance , brought off with considerable wit	4
26113	1197	you have n't seen the film lately	2
93248	4862	miraculous	4
23609	1071	Disturbing .	1
43528	2106	A small movie with a big impact	4
15856	680	of death	1
15740	675	you riled up	2
68499	3475	funny and , in the end , very touching	4
34612	1626	an unflappable '50s dignity somewhere between Jane Wyman and June Cleaver	2
89674	4667	that does n't even in passing mention political prisoners , poverty and the boat loads of people who try to escape the country	1
40090	1919	starring Ben Affleck , seem downright Hitchcockian	2
128501	6912	civilization	2
139481	7567	a rounded and revealing overview of this ancient holistic healing system	3
44736	2169	even if you 've never come within a mile of The Longest Yard	2
150929	8226	Birmingham	2
55090	2745	a certain era ,	2
130449	7028	into the mix	2
6029	240	campaign 's	2
105831	5585	that he so stringently takes to task	2
16234	701	Once he starts learning to compromise with reality enough to become comparatively sane and healthy , the film becomes predictably conventional .	1
135553	7320	watching They	2
91309	4750	insatiable	2
30464	1414	Scorsese 's	2
124755	6704	the utter cuteness of Stuart and Margolo	3
145813	7926	absolutely amazing	4
26969	1239	If you 're not a fan , it might be like trying to eat Brussels sprouts .	1
154369	8437	Spielberg , who has never made anything that was n't at least watchable	2
122001	6540	sun-splashed whites of Tunis	2
42457	2046	dollar	2
113243	6016	a funny and weird meditation	2
67347	3417	to anti-Semitism and neo-fascism	2
59842	3018	sprung to life	3
95411	4983	Shawn Levy	2
91920	4783	the emotion or timelessness of Disney 's great past ,	3
105476	5569	Cheech	2
66933	3397	an alternate version , but as the ultimate exercise in viewing deleted scenes	2
120277	6430	genuine spontaneity	3
105053	5550	The enjoyable Undercover Brother , a zany mix of Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy gone wild , dishes out a ton of laughs that everyone can enjoy .	4
153522	8384	does everything but	2
75177	3856	Denis ' -RRB-	2
111860	5937	a hollow tribute	2
152441	8318	coupled with pitch-perfect acting	4
61801	3124	seems uncertain whether it wants to be an acidic all-male All About Eve or a lush , swooning melodrama in the Intermezzo strain .	1
35732	1685	is well done , but slow	2
101099	5313	that it has a screenplay written by Antwone Fisher based on the book by Antwone Fisher	2
154325	8434	strong subject matter	2
38514	1836	shootings , beatings , and more cussing	2
25702	1174	One of the best , most	4
151428	8257	gone more over-the-top	2
68908	3500	movie 's end	2
154574	8452	can cross swords with the best of them and helm a more traditionally plotted popcorn thriller while surrendering little of his intellectual rigor or creative composure	3
93286	4864	rowdy teenagers	2
97614	5106	you engaged	2
47502	2316	is also as unoriginal	0
38130	1813	is such a perfect medium for children ,	3
28127	1292	Sweetest	2
120903	6469	fresh good looks and an ease in front of the camera	3
44071	2135	, it could have been a thinking man 's monster movie	1
83682	4326	does the trick of making us care about its protagonist and celebrate his victories	3
114855	6116	Not at all clear what it 's trying to say and even if it were -- I doubt it would be all that interesting .	0
32562	1527	with the first one	2
34841	1640	this Nicholas Nickleby finds itself in reduced circumstances --	2
99914	5241	found in the dullest kiddie flicks	2
54248	2695	memories of Day of the Jackal , The French Connection , and Heat	2
39013	1861	, flee .	1
76329	3920	neurasthenic regret	2
29820	1383	A stirring tribute to the bravery and dedication of the world 's reporters who willingly walk into the nightmare of war not only to record the events for posterity , but to help us clearly see the world of our making .	4
4244	161	scratch a hole in your head	1
153236	8368	this and	2
56712	2850	breezy and	2
139463	7565	plain bad .	0
126867	6821	the lack-of-attention span	0
19769	872	most surf movies	2
143531	7790	would fit Chan like a $ 99 bargain-basement special	1
28337	1308	does this so well	4
66229	3357	PlayStation cocktail	1
144246	7829	Will anyone who is n't a Fangoria subscriber be excited that it has n't gone straight to video ?	1
51500	2535	a high-powered star pedigree	3
99961	5245	to build to a terrifying , if obvious , conclusion	2
4926	191	of Fire	2
68665	3489	an impressive roster of stars and direction from Kathryn Bigelow	4
33450	1569	Deep down , I realized the harsh reality of my situation : I would leave the theater with a lower I.Q. than when I had entered .	0
87743	4555	'' versus `` them ''	2
5681	225	blank screen	2
136880	7403	and director Tuck Tucker	2
150502	8201	falling into the Hollywood trap and making a vanity project with nothing new to offer	1
4377	165	brilliantly	4
34803	1637	sweet , charming	4
47503	2316	as unoriginal	1
77812	4001	noisy and	1
29620	1373	two signs	2
118125	6310	about tattoos	3
117295	6258	influence us whether we believe in them or not	2
61356	3101	has a truncated feeling	2
96544	5043	films like Philadelphia and American Beauty	2
12140	519	somehow makes it all the more compelling .	3
5161	204	More sophisticated and literate than such pictures usually are ...	4
98595	5166	run for cover	1
6907	276	nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness	1
26274	1203	Schneider	2
58263	2936	to fax it	2
125516	6744	endlessly repetitive scenes	2
47493	2314	simple , sweet and romantic	3
148242	8067	right ways	3
76282	3916	do n't really	2
116655	6220	from the romance	2
27195	1251	exact	2
129755	6984	has a great hook , some clever bits and well-drawn , if standard issue , characters , but is still only partly satisfying	2
53640	2663	` post-feminist ' romantic	2
147114	8006	cut their losses -- and ours -- and retitle it The Adventures of Direct-to-Video Nash , and	0
82384	4255	a lot of nubile young actors in a film about campus depravity	2
25680	1173	how difficult	1
136565	7383	prolific director	3
51277	2524	techno-sex	2
9877	412	consolation	2
126426	6796	felt they owed to Benigni	2
57253	2884	played this story	2
31377	1467	a leash	2
152643	8330	an unusual protagonist	2
27015	1241	engrossing and different	3
87902	4565	just a simple fable done in an artless sytle ,	0
32615	1529	whose portrait of a therapy-dependent flakeball spouting French malapropisms	2
149829	8158	sketchy it amounts to little more than preliminary notes for a science-fiction horror film	1
70628	3600	of pure finesse	3
90386	4703	pastel landscapes	3
5059	198	You get the impression that writer and director Burr Steers knows the territory ...	3
144400	7839	where the knees should be	2
124880	6710	the conclusion	2
57477	2900	Sometimes we feel as if the film careens from one colorful event to another without respite , but	2
77497	3986	mixes the cornpone and the Cosa Nostra	2
81504	4203	astounds	3
57585	2904	this worn-out , pandering palaver	0
134481	7254	uncomfortably timely , relevant ,	3
109567	5805	that makes a melodramatic mountain out	2
43557	2108	supposed to feel funny and light	1
113654	6042	hard to care about a film that proposes as epic tragedy the plight of a callow rich boy who is forced to choose between his beautiful , self-satisfied 22-year-old girlfriend and an equally beautiful , self-satisfied 18-year-old mistress	1
22223	997	in this romantic comedy	3
34553	1623	action set	2
36810	1744	a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop Freudianism	3
120955	6476	whenever one of the characters has some serious soul searching to do , they go to a picture-perfect beach during sunset .	2
134250	7244	ripe recipe , inspiring ingredients	3
110981	5880	are immaculate , with Roussillon providing comic relief .	3
13322	573	long time	2
67889	3446	essence scooped	2
69480	3532	an uppity musical	3
47492	2314	simple , sweet and romantic comedy	4
143208	7774	much that it 's forgivable that the plot feels	2
36340	1718	could be considered a funny little film	3
133035	7175	savor whenever the film 's lamer instincts are in the saddle	1
85728	4434	faces	2
139379	7557	, in itself , is extraordinary .	3
50502	2484	smart , funny look	3
100319	5263	like a sieve	2
56704	2850	this concept and opts	2
15511	664	a director to watch	3
66621	3381	stupid and pointless	0
120500	6443	Completely awful Iranian drama	0
154009	8414	Intelligent , caustic	3
138629	7510	it difficult to sustain interest in his profession after the family tragedy	1
94111	4910	spiritless	2
20214	900	a sweetly	3
154679	8458	the battery on your watch	2
81423	4198	Dog Soldiers does n't transcend genre --	2
42749	2063	a retooling of Fahrenheit 451 ,	2
138179	7477	A fast paced and suspenseful Argentinian thriller	4
151140	8239	get popcorn	2
143404	7784	It 's a feel-bad ending for a depressing story that throws a bunch of hot-button items in the viewer 's face and asks to be seen as hip , winking social commentary .	0
18314	800	Manhattan	2
17944	781	they 're all naughty	2
155920	8536	have been a more compelling excuse to pair Susan Sarandon and Goldie Hawn	2
56220	2817	voting process	2
80896	4170	well to cram earplugs	1
136698	7391	taken literally	2
94765	4944	a single iota	2
4917	191	dragons	1
148152	8062	lumpy	2
144582	7848	the experience of being forty , female and single	2
23583	1069	is as predictable as the tides	1
121321	6497	Been there , done that ... a thousand times already , and better .	1
108295	5731	fat pain .	2
118030	6305	Witty , contemplative , and sublimely beautiful .	4
147698	8037	A flawed film but an admirable one that tries to immerse us in a world of artistic abandon and political madness and very nearly succeeds .	2
75862	3891	people onscreen	2
153453	8381	Paul Thomas Anderson 's	2
89244	4639	The picture uses humor and a heartfelt conviction to tell a story about discovering your destination in life ,	4
74592	3825	A fresh , entertaining comedy that	4
17355	753	scream low budget	0
71763	3661	Cedar 's	3
114750	6107	the kind of subject matter that could so easily have been fumbled by a lesser filmmaker	2
32165	1506	decisions	2
68551	3480	As each of them searches for their place in the world	2
47291	2305	are not acquainted with the author 's work , on the other hand ,	2
77289	3976	or not Ram Dass proves as clear and reliable an authority on that as he was about inner consciousness	2
54611	2717	Fontaine 's direction ,	2
95052	4958	These self-styled athletes have banged their brains into the ground so frequently and furiously , their capacity to explain themselves has gone the same way as their natural instinct for self-preservation	1
49480	2422	Koury frighteningly and	2
30118	1398	thanks to the presence of ` the King , ' it also rocks .	3
93025	4845	makes Wilco a big deal	2
121500	6509	the brilliant surfing photography bringing you right inside the massive waves that lifts Blue Crush into one of the summer 's most pleasurable movies	3
7365	300	to start a reaction	2
128943	6934	by this movie	2
18322	800	most aggressive and	2
110073	5829	sappiness	1
6328	252	over his head	1
31905	1493	over-blown drama	1
26424	1212	of Plympton 's shorts	2
44315	2148	your seven bucks	2
17168	745	No , even that 's too committed .	1
38040	1809	is uncompromising , difficult and unbearably beautiful .	3
105064	5550	Saturday Night Live-style parody , '70s Blaxploitation films and goofball action comedy	3
138998	7533	Koury 's	3
71273	3636	Exploring value choices is a worthwhile topic for a film	3
76394	3925	tired , predictable	0
64978	3288	ensemble casts	2
100130	5253	its most glaring	1
103937	5481	thoughtful war films	3
20874	931	whose face	2
129004	6938	a detective story	2
142800	7750	provides the drama that gives added clout to this doc	3
43329	2094	complicated characters	3
151504	8263	, preposterous , the movie will likely set the cause of woman warriors back decades .	0
85868	4444	out the window , along with the hail of bullets , none of which ever seem to hit Sascha	2
5906	236	are standard procedure	2
10817	459	of its titular community	2
101108	5314	can be as tiresome as 9 seconds of Jesse Helms ' anti- Castro rhetoric , which are included	1
148033	8057	as verbally pretentious as the title may be	2
93253	4862	it more than adequately fills the eyes and stirs the emotions	4
74787	3834	-LRB- Reno -RRB- delivers a monologue that manages to incorporate both the horror and the absurdity of the situation in a well-balanced fashion .	3
92874	4837	as it would have been with this premise	2
131020	7061	you 'd grab your kids and run and then probably call the police .	0
137941	7463	in the film when a tidal wave of plot arrives	2
134976	7284	slopped ` em	2
150565	8206	Why , you may ask , why should you buy the movie milk when the TV cow is free ?	1
114420	6085	genuinely moving	3
82329	4250	Russo	2
124043	6659	of female audience members drooling over Michael Idemoto as Michael	3
151625	8270	of mordant humor	2
147379	8019	the chops	2
106659	5633	that ten bucks	2
90153	4692	main characters	2
72015	3677	superhuman	2
140539	7626	a thriller ,	3
62450	3158	If it 's not entirely memorable	1
70785	3609	Silly stuff	1
5227	207	film culture	2
98625	5169	to fill time	1
144334	7836	morality , family , and	2
77101	3966	of John Pogue , the Yale grad who previously gave us `` The Skulls ''	2
131068	7063	the star of the story	2
27963	1283	drawn into the exotic world of belly dancing	3
57392	2893	the same sledgehammer appeal as Pokemon videos	1
55674	2783	sustain a reasonable degree of suspense	3
29209	1352	All the small moments and flashbacks do n't add up to much more than trite observations on the human condition .	1
153822	8401	so-bad-it 's - funny level	2
16951	734	admirable storyteller	3
79627	4099	, vapid and devoid	1
37342	1772	are incredibly captivating and insanely funny , thanks in part to interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast , and some wickedly sick and twisted humor ...	4
89396	4648	those rare films that seems as though it was written for no one , but somehow	2
86975	4509	dumb and	1
143770	7802	to instruct without reeking of research library dust	2
34321	1611	gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels	3
87399	4533	has n't directed this movie so much as produced it -- like sausage .	2
15009	645	drugs	2
129249	6951	Some of the characters die and others do n't , and the film pretends that those living have learned some sort of lesson , and , really , nobody in the viewing audience cares .	0
21171	948	handiwork	2
61706	3118	The script ?	1
101346	5327	A fascinating but choppy documentary	3
123199	6614	None of his actors stand out , but	1
108802	5760	filmmaker Yvan Attal quickly writes himself into a corner	1
118070	6307	turn a larky chase movie into an emotionally satisfying exploration of the very human need to be somebody , and to belong to somebody .	4
31144	1454	wo n't have any trouble getting kids to eat up these Veggies .	3
36507	1726	its own languorous charm	3
27491	1263	its recycled aspects , implausibility , and	0
149478	8136	thing to behold -- as long as you 're wearing the somewhat cumbersome 3D goggles the theater	2
127449	6855	few sequels can	2
54881	2734	and Amir Mann area	2
17571	761	labour	2
109162	5781	Though intrepid in exploring an attraction that crosses sexual identity , Ozpetek falls short in showing us Antonia 's true emotions ... But at the very least , His Secret Life will leave you thinking .	3
28814	1336	is too loud and thoroughly overbearing	0
97895	5126	trying simply	2
20944	935	with good intentions leads to the video store	2
41104	1970	Blanchett	2
143242	7776	for all ages , Spirit	2
98916	5187	hangover	2
114319	6080	Kissinger 's	2
68839	3496	impart a message	3
7977	326	but an episode	2
77370	3979	11 times	2
28508	1318	that rival vintage Looney Tunes	2
12642	543	of tackling what seems like done-to-death material	2
53130	2636	Ultimately , Jane learns her place as a girl , softens up and loses some of the intensity that made her an interesting character to begin with .	2
92433	4813	to see Crossroads if they 're not big fans of teen pop kitten Britney Spears	2
46710	2272	on the head	2
46282	2251	kids or adults	2
112016	5945	as obnoxious as Tom Green 's Freddie Got Fingered	1
64337	3256	woodland stream	2
96257	5028	sprinkled with a few remarks so geared	2
94472	4931	is a perceptive study of two families in crisis -- and of two girls whose friendship is severely tested by bad luck and their own immaturity	2
142398	7727	outtakes in which most of the characters forget their lines and just utter ` uhhh , ' which is better than most of the writing in the movie	1
525	19	big-screen	2
125207	6727	the dustbin of history	2
126713	6813	gives ample opportunity for large-scale action and suspense , which director Shekhar Kapur supplies with tremendous skill	4
40847	1957	Busy urban comedy is clearly not Zhang 's forte , his directorial touch is neither light nor magical enough to bring off this kind of whimsy .	1
117993	6303	Seigner	2
107181	5664	a young Chinese woman , Ah Na ,	2
103157	5441	but what is virtually absent	2
39781	1901	whether the original version	2
54382	2702	absurd , contrived , overblown , and entirely implausible	1
21158	947	is a very funny , heartwarming film	4
132777	7159	dichotomy	2
140621	7630	no means	2
137994	7465	fresh ,	4
65762	3334	in the performances	2
136941	7407	... an interesting slice of history .	3
74446	3814	bitter end	1
65004	3290	played in American culture	2
116527	6213	enjoy on a certain level	3
85170	4405	have an IQ over 90	2
138551	7504	approaching a visceral kick	2
155456	8509	though it begins to drag two-thirds through , when the melodramatic aspects start to overtake the comedy	1
81046	4177	The modern remake of Dumas 's story is long on narrative and -LRB- too -RRB- short on action .	1
8990	374	come off	2
36795	1743	are presented in convincing way	3
24386	1108	brittle	2
39732	1897	its little neck trying to perform entertaining tricks	2
70652	3602	awe and affection --	3
13771	593	worshipful	3
140548	7627	Max pokes , provokes , takes expressionistic license and hits a nerve ... as far as art is concerned , it 's mission accomplished	3
43057	2078	carried out by men of marginal intelligence	2
62848	3180	the world 's political situation seems little different	2
110478	5852	an uninspired philosophical epiphany	1
127936	6882	more details	2
3697	139	even if it were n't silly	2
120343	6433	I suspect it might deliver again and again	3
37171	1762	is little else to recommend `` Never Again . ''	1
68802	3494	shake the feeling that it was intended to be a different kind of film	1
10212	430	In one scene , we get a stab at soccer hooliganism , a double-barreled rip-off of Quentin Tarantino 's climactic shootout -- and Meat Loaf explodes .	1
12143	519	makes it all the more compelling	3
153857	8405	Nothing can detract from the affection of that moral favorite : friends will be friends through thick and thin .	3
35131	1651	the numerous scenes of gory mayhem	1
101542	5340	does feel like a short stretched out to feature length	2
105422	5567	for the TV-cops comedy Showtime	2
19033	835	big build-up	2
137754	7455	like looking over the outdated clothes and plastic knickknacks at your neighbor 's garage sale	1
120198	6428	It 's Quaid who anchors the film with his effortless performance and that trademark grin of his -- so perfect for a ballplayer .	4
21802	975	Clever but not especially compelling .	2
70545	3596	is vivacious	3
12814	551	field	2
75453	3868	a wacky concept does not a movie make	2
120082	6423	's a wise and powerful tale of race and culture forcefully told , with superb performances throughout .	3
30869	1436	likely to see all year	3
127558	6861	lots of naked women	2
3606	134	Tolstoy	2
95581	4991	A poignant comedy	3
59537	3002	can only provide it with so much leniency .	1
9161	382	that 's neither original nor terribly funny	1
94842	4946	look at or	2
17357	753	low budget	1
155558	8514	Every conceivable mistake a director could make in filming opera	0
8163	337	filmmaker 's	2
30521	1417	to the story 's morals	2
130820	7050	is a movie that makes it possible for the viewer to doze off for a few minutes or make several runs to the concession stand and\/or restroom and not feel as if he or she has missed anything .	1
115715	6166	who excels in the art of impossible disappearing\/reappearing acts	3
29164	1349	no difference in the least	2
70411	3589	undeniable energy	4
51098	2514	uneasily with the titillating material	2
123736	6644	a story that puts old-fashioned values under the microscope	3
99521	5218	only wish we could have spent more time in its world	3
52210	2578	apparent reason except	2
64989	3290	Lee 's achievement	3
56516	2838	freeing them	2
40572	1943	You never know where Changing Lanes is going to take you but it 's a heck of a ride	3
7559	307	effort	2
129726	6979	make Gangster No. 1 a worthwhile moviegoing experience	4
129177	6946	a super-sized infomercial for the cable-sports channel and its Summer X Games	2
60473	3053	Peploe 's	2
